file,norm,fold,epoch,avg_epoch_time,train_acc,test_acc,dataset,model,declared_epochs,norm_type_header,exp
dwgn_2.txt,dwgn,2,292,0.6841,0.7912,0.8125,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_2.txt,dwgn,2,293,0.6842,0.7892,0.8125,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_2.txt,dwgn,2,294,0.6843,0.7892,0.7857,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_2.txt,dwgn,2,295,0.6843,0.7882,0.8036,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_2.txt,dwgn,2,296,0.6844,0.7892,0.7946,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_2.txt,dwgn,2,297,0.6845,0.7902,0.7946,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_2.txt,dwgn,2,298,0.6846,0.7892,0.8214,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_2.txt,dwgn,2,299,0.6847,0.7902,0.8125,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
dwgn_2.txt,dwgn,2,300,0.6848,0.7892,0.8125,PROTEINS,GIN,300,dwgn,proteins_gin_gn_fast
gn_0.txt,gn,0,1,0.67,0.6224,0.625,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,2,0.6026,0.6004,0.5982,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,3,0.5786,0.4096,0.3929,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,4,0.5673,0.6803,0.7232,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,5,0.5592,0.6414,0.6429,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,6,0.5997,0.6204,0.625,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,7,0.5923,0.6763,0.6875,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,8,0.5874,0.4565,0.4375,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,9,0.5888,0.5954,0.5982,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,10,0.5871,0.6184,0.6339,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,11,0.5859,0.7113,0.7232,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,12,0.5841,0.7423,0.7232,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,13,0.5842,0.4605,0.4554,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,14,0.5821,0.6853,0.6964,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,15,0.5813,0.6863,0.6786,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,16,0.5811,0.4925,0.4464,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,17,0.5804,0.5654,0.5089,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,18,0.5812,0.7233,0.7054,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,19,0.5818,0.7213,0.6607,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,20,0.5816,0.6434,0.5893,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,21,0.5811,0.6833,0.6875,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,22,0.581,0.4136,0.4018,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,23,0.5825,0.7183,0.7054,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,24,0.5837,0.6973,0.6964,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,25,0.5831,0.6733,0.6607,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,26,0.5829,0.5874,0.5982,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,27,0.5828,0.6753,0.6429,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,28,0.5823,0.7642,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,29,0.5822,0.7702,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,30,0.5827,0.7383,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,31,0.5833,0.7732,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,32,0.5831,0.7502,0.7768,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,33,0.5831,0.7253,0.7321,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,34,0.5824,0.6364,0.5893,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,35,0.5822,0.7552,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,36,0.5821,0.6653,0.6964,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,37,0.5842,0.5974,0.6071,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,38,0.5842,0.6673,0.6964,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,39,0.5844,0.7323,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,40,0.5843,0.6893,0.7143,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,41,0.5842,0.7123,0.6964,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,42,0.5843,0.6643,0.6161,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,43,0.5848,0.7143,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,44,0.5848,0.7842,0.7768,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,45,0.5849,0.7622,0.7857,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,46,0.5853,0.7692,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,47,0.5855,0.7413,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,48,0.5854,0.6633,0.6786,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,49,0.5855,0.7133,0.6696,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,50,0.5854,0.7083,0.6518,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,51,0.587,0.7642,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,52,0.5891,0.7652,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,53,0.5899,0.7792,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,54,0.5903,0.7373,0.7321,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,55,0.5911,0.7552,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,56,0.5924,0.7343,0.6696,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,57,0.5926,0.7662,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,58,0.5923,0.7682,0.7768,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,59,0.592,0.7453,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,60,0.5917,0.7622,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,61,0.5913,0.7682,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,62,0.591,0.7363,0.6786,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,63,0.5906,0.7782,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,64,0.5903,0.7243,0.7232,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,65,0.5912,0.4765,0.4643,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,66,0.591,0.6903,0.6607,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,67,0.5909,0.7602,0.7143,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,68,0.5906,0.7283,0.7321,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,69,0.5904,0.7772,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,70,0.5904,0.7572,0.7321,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,71,0.5903,0.7882,0.7768,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,72,0.5902,0.7562,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,73,0.5908,0.7822,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,74,0.5907,0.7852,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,75,0.5906,0.7762,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,76,0.5906,0.7802,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,77,0.5903,0.7802,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,78,0.5902,0.7373,0.6607,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,79,0.5901,0.7702,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,80,0.5903,0.7183,0.6071,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,81,0.5902,0.7712,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,82,0.5901,0.7852,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,83,0.59,0.7053,0.7232,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,84,0.59,0.7253,0.7321,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,85,0.59,0.7542,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,86,0.59,0.8012,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,87,0.59,0.7413,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,88,0.59,0.5235,0.4911,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,89,0.59,0.7483,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,90,0.59,0.6783,0.7054,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,91,0.59,0.7263,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,92,0.5901,0.6943,0.7143,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,93,0.5901,0.7183,0.7321,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,94,0.5903,0.7393,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,95,0.5904,0.7293,0.6964,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,96,0.5907,0.7483,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,97,0.5909,0.7562,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,98,0.5911,0.7632,0.7857,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,99,0.5913,0.7652,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,100,0.5915,0.7742,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,101,0.5918,0.7622,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,102,0.5922,0.7433,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,103,0.5925,0.7792,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,104,0.5929,0.7862,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,105,0.5932,0.7752,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,106,0.5935,0.7842,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,107,0.5939,0.7902,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,108,0.5942,0.7203,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,109,0.5945,0.7712,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,110,0.5948,0.7463,0.6964,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,111,0.5952,0.5864,0.5714,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,112,0.5955,0.5724,0.5536,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,113,0.5959,0.7383,0.6696,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,114,0.5963,0.7662,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,115,0.5967,0.7562,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,116,0.5971,0.7642,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,117,0.5976,0.7642,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,118,0.598,0.7552,0.7143,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,119,0.5984,0.7313,0.6696,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,120,0.5989,0.7383,0.7143,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,121,0.5994,0.7233,0.6875,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,122,0.5999,0.7842,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,123,0.6004,0.7852,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,124,0.6009,0.7692,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,125,0.6017,0.7572,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,126,0.6029,0.7642,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,127,0.6035,0.7413,0.6696,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,128,0.6068,0.7572,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,129,0.6105,0.7413,0.7321,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,130,0.6117,0.7842,0.7768,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,131,0.6129,0.7303,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,132,0.6134,0.7732,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,133,0.6144,0.7732,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,134,0.6148,0.7612,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,135,0.6154,0.7512,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,136,0.6159,0.7852,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,137,0.6164,0.7602,0.7857,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,138,0.617,0.7053,0.6875,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,139,0.6174,0.7363,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,140,0.618,0.7433,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,141,0.6185,0.7792,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,142,0.619,0.7692,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,143,0.6198,0.7802,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,144,0.6204,0.7443,0.7321,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,145,0.621,0.7313,0.7054,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,146,0.6216,0.7433,0.7232,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,147,0.6222,0.7842,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,148,0.6231,0.7532,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,149,0.6237,0.7502,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,150,0.6242,0.7782,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,151,0.6257,0.7283,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,152,0.6276,0.7093,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,153,0.6288,0.7732,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,154,0.63,0.7712,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,155,0.6312,0.7722,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,156,0.632,0.7682,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,157,0.6327,0.7642,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,158,0.6334,0.7393,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,159,0.634,0.7383,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,160,0.6349,0.7542,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,161,0.6355,0.7782,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,162,0.636,0.7512,0.7232,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,163,0.6367,0.7832,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,164,0.6374,0.7732,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,165,0.638,0.7842,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,166,0.639,0.7922,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,167,0.6396,0.7942,0.7768,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,168,0.6409,0.7762,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,169,0.6421,0.7812,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,170,0.6428,0.7702,0.7321,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,171,0.6434,0.7672,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,172,0.644,0.7732,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,173,0.6444,0.7822,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,174,0.6448,0.7862,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,175,0.6454,0.7133,0.7054,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,176,0.6458,0.7453,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,177,0.6462,0.7682,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,178,0.6466,0.7233,0.7232,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,179,0.6471,0.7483,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,180,0.6475,0.7812,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,181,0.6479,0.7722,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,182,0.6483,0.7852,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,183,0.6491,0.7642,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,184,0.6501,0.7892,0.7768,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,185,0.6505,0.7552,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,186,0.6511,0.7552,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,187,0.6517,0.7832,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,188,0.6521,0.7682,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,189,0.6526,0.7912,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,190,0.6531,0.7552,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,191,0.6534,0.7812,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,192,0.6539,0.7842,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,193,0.6544,0.7832,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,194,0.6548,0.7752,0.7857,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,195,0.6553,0.7722,0.7768,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,196,0.6557,0.7173,0.7321,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,197,0.6561,0.7782,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,198,0.6565,0.7522,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,199,0.6569,0.7862,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,200,0.6574,0.7842,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,201,0.6578,0.7842,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,202,0.6582,0.7822,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,203,0.6586,0.7792,0.7946,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,204,0.659,0.7632,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,205,0.6594,0.7902,0.7768,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,206,0.6597,0.7842,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,207,0.6601,0.7393,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,208,0.6606,0.7532,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,209,0.6609,0.7682,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,210,0.6613,0.7842,0.7768,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,211,0.6616,0.7642,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,212,0.6621,0.7303,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,213,0.6625,0.7702,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,214,0.6628,0.7502,0.7411,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,215,0.6633,0.7622,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,216,0.6637,0.7672,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,217,0.6641,0.7932,0.7768,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,218,0.6645,0.7892,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,219,0.6649,0.7762,0.7679,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,220,0.6654,0.7902,0.7589,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,221,0.6666,0.7622,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,222,0.6672,0.7512,0.75,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,223,0.6677,0.7882,0.7946,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,224,0.668,0.7742,0.7768,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,225,0.6685,0.7702,0.7321,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,226,0.6688,0.7572,0.7321,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
gn_0.txt,gn,0,227,0.669,0.7662,0.7232,PROTEINS,GIN,300,gn,proteins_gin_gn_fast
